mjd,bjd,mag,magerr,filter,sn,site_id,fwhm,Nbin
59509.86035226852,2459510.3654396334,18.495704789492056,0.0389839664220774,rp,27.857606592462496,tfn,2.371552106096708,3.0
59511.85696748071,2459512.3620915445,18.410621021610414,0.014680437311552335,gp,73.97599791835933,tfn,2.352707582711579,3.0
59511.858722839504,2459512.363846934,18.489273752108737,0.021810188752801603,rp,49.79324169583352,tfn,3.1447966170375174,3.0
59512.87508890818,2459513.3802297018,18.423182735049117,0.020612338113777467,gp,52.68689044422904,tfn,3.540235737385293,3.0
59512.87688520833,2459513.38202603,18.52290407180073,0.0310665000765331,rp,34.95726899794351,tfn,3.2930657742788445,3.0
59513.8652414429,2459514.3703972,18.421565076687752,0.016380647771618934,gp,66.29774445682183,tfn,2.4247948161806567,3.0
59513.86701419754,2459514.3721699803,18.509692931669242,0.022947748880604368,rp,47.324903442615955,tfn,2.391759793157734,3.0
59514.870485204476,2459515.3756548404,18.439699370410192,0.027073591869521404,gp,40.1128895358205,tfn,2.0825965954276846,3.0
59514.872238398915,2459515.377408059,18.513404491430865,0.043793997831623604,rp,24.79791875077001,tfn,2.336348273004018,3.0
59516.90330773534,2459517.408501361,18.403819404074476,0.014137887876541433,gp,76.81486863408833,tfn,2.2951907627811856,3.0
59516.90507452932,2459517.4102681736,18.48032230139833,0.020153087607634634,rp,53.88752439048538,tfn,2.3318537990921526,3.0
59517.874253371905,2459518.379456513,18.38899559771122,0.013959467205733532,gp,77.7966654453653,tfn,2.1832726223790044,3.0
59517.8760342554,2459518.3812374137,18.485979082343704,0.020030013682268265,rp,54.218634955870776,tfn,2.3119774127343784,3.0
59530.34276673225,2459530.8479791055,18.42179943590536,0.013278539611251769,gp,81.78610237226403,elp,2.0146729661993033,3.0
